country,date,indicator,description,value
"Egypt, Arab Rep.",2017,NY.GDP.PCAP.CD,GDP per capita (current US$),2395.10333299491
"Egypt, Arab Rep.",2016,NY.GDP.PCAP.CD,GDP per capita (current US$),3270.6287768197
"Egypt, Arab Rep.",2015,NY.GDP.PCAP.CD,GDP per capita (current US$),3306.98159414141
"Egypt, Arab Rep.",2014,NY.GDP.PCAP.CD,GDP per capita (current US$),3133.39102265541
"Egypt, Arab Rep.",2013,NY.GDP.PCAP.CD,GDP per capita (current US$),3025.52563552448
"Egypt, Arab Rep.",2012,NY.GDP.PCAP.CD,GDP per capita (current US$),2996.0677072015
"Egypt, Arab Rep.",2011,NY.GDP.PCAP.CD,GDP per capita (current US$),2590.64384891965
"Egypt, Arab Rep.",2010,NY.GDP.PCAP.CD,GDP per capita (current US$),2455.08194645282
"Egypt, Arab Rep.",2009,NY.GDP.PCAP.CD,GDP per capita (current US$),2161.63964573927
"Egypt, Arab Rep.",2008,NY.GDP.PCAP.CD,GDP per capita (current US$),1896.21594269779
"Egypt, Arab Rep.",2007,NY.GDP.PCAP.CD,GDP per capita (current US$),1547.74170735909
"Egypt, Arab Rep.",2006,NY.GDP.PCAP.CD,GDP per capita (current US$),1298.97900203124
"Egypt, Arab Rep.",2005,NY.GDP.PCAP.CD,GDP per capita (current US$),1104.80340733395
"Egypt, Arab Rep.",2004,NY.GDP.PCAP.CD,GDP per capita (current US$),991.255689145253
"Egypt, Arab Rep.",2003,NY.GDP.PCAP.CD,GDP per capita (current US$),1031.27556291284
"Egypt, Arab Rep.",2002,NY.GDP.PCAP.CD,GDP per capita (current US$),1116.82884626213
"Egypt, Arab Rep.",2001,NY.GDP.PCAP.CD,GDP per capita (current US$),1295.1374184163
"Egypt, Arab Rep.",2000,NY.GDP.PCAP.CD,GDP per capita (current US$),1366.09274372613
"Egypt, Arab Rep.",1999,NY.GDP.PCAP.CD,GDP per capita (current US$),1268.30949160496
"Egypt, Arab Rep.",1998,NY.GDP.PCAP.CD,GDP per capita (current US$),1212.82259820477
"Egypt, Arab Rep.",1997,NY.GDP.PCAP.CD,GDP per capita (current US$),1146.20172117634
"Egypt, Arab Rep.",1996,NY.GDP.PCAP.CD,GDP per capita (current US$),1008.97637629447
"Egypt, Arab Rep.",1995,NY.GDP.PCAP.CD,GDP per capita (current US$),916.326617700876
"Egypt, Arab Rep.",1994,NY.GDP.PCAP.CD,GDP per capita (current US$),807.303537230487
"Egypt, Arab Rep.",1993,NY.GDP.PCAP.CD,GDP per capita (current US$),740.334217356418
"Egypt, Arab Rep.",1992,NY.GDP.PCAP.CD,GDP per capita (current US$),680.79923864551
"Egypt, Arab Rep.",1991,NY.GDP.PCAP.CD,GDP per capita (current US$),622.829605007867
Ethiopia,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1272.01628209211
Ethiopia,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),1011.0732858233
Ethiopia,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),910.947840320752
Ethiopia,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),905.313175805855
Ethiopia,2019,NY.GDP.PCAP.CD,GDP per capita (current US$),828.70897229725
Ethiopia,2018,NY.GDP.PCAP.CD,GDP per capita (current US$),747.968143637014
Ethiopia,2017,NY.GDP.PCAP.CD,GDP per capita (current US$),745.632449222154
Ethiopia,2016,NY.GDP.PCAP.CD,GDP per capita (current US$),696.195884706786
Ethiopia,2015,NY.GDP.PCAP.CD,GDP per capita (current US$),621.845673808133
Ethiopia,2014,NY.GDP.PCAP.CD,GDP per capita (current US$),549.986577082588
Ethiopia,2013,NY.GDP.PCAP.CD,GDP per capita (current US$),484.039833104062
Ethiopia,2012,NY.GDP.PCAP.CD,GDP per capita (current US$),452.101031885754
Ethiopia,2011,NY.GDP.PCAP.CD,GDP per capita (current US$),343.024942351887
Ethiopia,2010,NY.GDP.PCAP.CD,GDP per capita (current US$),330.619412798644
Ethiopia,2009,NY.GDP.PCAP.CD,GDP per capita (current US$),368.574712267445
Ethiopia,2008,NY.GDP.PCAP.CD,GDP per capita (current US$),316.410475118075
Ethiopia,2007,NY.GDP.PCAP.CD,GDP per capita (current US$),237.146255996319
Ethiopia,2006,NY.GDP.PCAP.CD,GDP per capita (current US$),189.345737521418
Ethiopia,2005,NY.GDP.PCAP.CD,GDP per capita (current US$),158.243458082465
Ethiopia,2004,NY.GDP.PCAP.CD,GDP per capita (current US$),133.169812538096
Ethiopia,2003,NY.GDP.PCAP.CD,GDP per capita (current US$),116.800491132777
Ethiopia,2002,NY.GDP.PCAP.CD,GDP per capita (current US$),109.593813612988
Ethiopia,2001,NY.GDP.PCAP.CD,GDP per capita (current US$),118.457204255261
Ethiopia,2000,NY.GDP.PCAP.CD,GDP per capita (current US$),122.269202606069
Ethiopia,1999,NY.GDP.PCAP.CD,GDP per capita (current US$),120.734631499865
Ethiopia,1998,NY.GDP.PCAP.CD,GDP per capita (current US$),126.465095781244
Ethiopia,1997,NY.GDP.PCAP.CD,GDP per capita (current US$),143.369531498844
Ethiopia,1996,NY.GDP.PCAP.CD,GDP per capita (current US$),147.327458851964
Ethiopia,1995,NY.GDP.PCAP.CD,GDP per capita (current US$),136.523619088963
Ethiopia,1994,NY.GDP.PCAP.CD,GDP per capita (current US$),127.685923459033
Ethiopia,1993,NY.GDP.PCAP.CD,GDP per capita (current US$),168.520401400989
Ethiopia,1992,NY.GDP.PCAP.CD,GDP per capita (current US$),207.406400863847
Ethiopia,1991,NY.GDP.PCAP.CD,GDP per capita (current US$),277.565910365091
"Iran, Islamic Rep.",2023,NY.GDP.PCAP.CD,GDP per capita (current US$),4465.63766994952
"Iran, Islamic Rep.",2022,NY.GDP.PCAP.CD,GDP per capita (current US$),4405.09291519791
"Iran, Islamic Rep.",2021,NY.GDP.PCAP.CD,GDP per capita (current US$),4334.79268631354
"Iran, Islamic Rep.",2020,NY.GDP.PCAP.CD,GDP per capita (current US$),2988.78122414716
"Iran, Islamic Rep.",2019,NY.GDP.PCAP.CD,GDP per capita (current US$),3831.27894763337
"Iran, Islamic Rep.",2018,NY.GDP.PCAP.CD,GDP per capita (current US$),4631.78709016514
"Iran, Islamic Rep.",2017,NY.GDP.PCAP.CD,GDP per capita (current US$),5753.11544659399
"Iran, Islamic Rep.",2016,NY.GDP.PCAP.CD,GDP per capita (current US$),5477.03712389913
"Iran, Islamic Rep.",2015,NY.GDP.PCAP.CD,GDP per capita (current US$),4952.73355532178
"Iran, Islamic Rep.",2014,NY.GDP.PCAP.CD,GDP per capita (current US$),5672.06372896319
"Iran, Islamic Rep.",2013,NY.GDP.PCAP.CD,GDP per capita (current US$),6222.74194840326
"Iran, Islamic Rep.",2012,NY.GDP.PCAP.CD,GDP per capita (current US$),8114.08099831877
"Iran, Islamic Rep.",2011,NY.GDP.PCAP.CD,GDP per capita (current US$),8025.68743364356
"Iran, Islamic Rep.",2010,NY.GDP.PCAP.CD,GDP per capita (current US$),6291.19443652344
"Iran, Islamic Rep.",2009,NY.GDP.PCAP.CD,GDP per capita (current US$),5415.52280554144
"Iran, Islamic Rep.",2008,NY.GDP.PCAP.CD,GDP per capita (current US$),5377.41150725587
"Iran, Islamic Rep.",2007,NY.GDP.PCAP.CD,GDP per capita (current US$),4687.99166265915
"Iran, Islamic Rep.",2006,NY.GDP.PCAP.CD,GDP per capita (current US$),3618.9160136791
"Iran, Islamic Rep.",2005,NY.GDP.PCAP.CD,GDP per capita (current US$),3132.05081925856
"Iran, Islamic Rep.",2004,NY.GDP.PCAP.CD,GDP per capita (current US$),2672.42266512669
"Iran, Islamic Rep.",2003,NY.GDP.PCAP.CD,GDP per capita (current US$),2208.99636553529
"Iran, Islamic Rep.",2002,NY.GDP.PCAP.CD,GDP per capita (current US$),1891.25756092031
"Iran, Islamic Rep.",2001,NY.GDP.PCAP.CD,GDP per capita (current US$),1881.02266634748
"Iran, Islamic Rep.",2000,NY.GDP.PCAP.CD,GDP per capita (current US$),1650.01385832603
"Iran, Islamic Rep.",1999,NY.GDP.PCAP.CD,GDP per capita (current US$),1739.59462001971
"Iran, Islamic Rep.",1998,NY.GDP.PCAP.CD,GDP per capita (current US$),1709.19334095949
"Iran, Islamic Rep.",1997,NY.GDP.PCAP.CD,GDP per capita (current US$),1790.06617576107
"Iran, Islamic Rep.",1996,NY.GDP.PCAP.CD,GDP per capita (current US$),1914.78121290985
"Iran, Islamic Rep.",1995,NY.GDP.PCAP.CD,GDP per capita (current US$),1550.0095955237
"Iran, Islamic Rep.",1994,NY.GDP.PCAP.CD,GDP per capita (current US$),1167.7627251321
"Iran, Islamic Rep.",1993,NY.GDP.PCAP.CD,GDP per capita (current US$),1038.10985680796
"Iran, Islamic Rep.",1992,NY.GDP.PCAP.CD,GDP per capita (current US$),1957.48507794252
"Iran, Islamic Rep.",1991,NY.GDP.PCAP.CD,GDP per capita (current US$),2194.43906802841
Saudi Arabia,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),32093.9622984711
Saudi Arabia,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),34454.1957708412
Saudi Arabia,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),28396.0864182336
Saudi Arabia,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),23271.4037647084
Saudi Arabia,2019,NY.GDP.PCAP.CD,GDP per capita (current US$),27892.8421521179
Saudi Arabia,2018,NY.GDP.PCAP.CD,GDP per capita (current US$),28036.0264674095
Saudi Arabia,2017,NY.GDP.PCAP.CD,GDP per capita (current US$),23081.2045336558
Saudi Arabia,2016,NY.GDP.PCAP.CD,GDP per capita (current US$),21515.6600083775
Saudi Arabia,2015,NY.GDP.PCAP.CD,GDP per capita (current US$),22453.571552265
Saudi Arabia,2014,NY.GDP.PCAP.CD,GDP per capita (current US$),27079.6733871148
Saudi Arabia,2013,NY.GDP.PCAP.CD,GDP per capita (current US$),27290.1978052614
Saudi Arabia,2012,NY.GDP.PCAP.CD,GDP per capita (current US$),28348.5730107499
Saudi Arabia,2011,NY.GDP.PCAP.CD,GDP per capita (current US$),26966.2941648251
Saudi Arabia,2010,NY.GDP.PCAP.CD,GDP per capita (current US$),22028.3790215788
Saudi Arabia,2009,NY.GDP.PCAP.CD,GDP per capita (current US$),17718.3911648365
Saudi Arabia,2008,NY.GDP.PCAP.CD,GDP per capita (current US$),22320.4888964331
Saudi Arabia,2007,NY.GDP.PCAP.CD,GDP per capita (current US$),18596.1502627898
Saudi Arabia,2006,NY.GDP.PCAP.CD,GDP per capita (current US$),17563.6145370639
Saudi Arabia,2005,NY.GDP.PCAP.CD,GDP per capita (current US$),15975.7473782258
Saudi Arabia,2004,NY.GDP.PCAP.CD,GDP per capita (current US$),13154.4978989446
Saudi Arabia,2003,NY.GDP.PCAP.CD,GDP per capita (current US$),11487.220410693
Saudi Arabia,2002,NY.GDP.PCAP.CD,GDP per capita (current US$),10586.0543471363
Saudi Arabia,2001,NY.GDP.PCAP.CD,GDP per capita (current US$),10805.311325122
Saudi Arabia,2000,NY.GDP.PCAP.CD,GDP per capita (current US$),11714.5623675159
Saudi Arabia,1999,NY.GDP.PCAP.CD,GDP per capita (current US$),10452.1899400479
Saudi Arabia,1998,NY.GDP.PCAP.CD,GDP per capita (current US$),9836.05729768574
Saudi Arabia,1997,NY.GDP.PCAP.CD,GDP per capita (current US$),11545.3455998551
Saudi Arabia,1996,NY.GDP.PCAP.CD,GDP per capita (current US$),11471.5045960191
Saudi Arabia,1995,NY.GDP.PCAP.CD,GDP per capita (current US$),10786.4008952769
Saudi Arabia,1994,NY.GDP.PCAP.CD,GDP per capita (current US$),10601.9196697805
Saudi Arabia,1993,NY.GDP.PCAP.CD,GDP per capita (current US$),10884.8607880777
Saudi Arabia,1992,NY.GDP.PCAP.CD,GDP per capita (current US$),11730.2687665244
Saudi Arabia,1991,NY.GDP.PCAP.CD,GDP per capita (current US$),11847.1699534218
United Arab Emirates,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),49040.6947525825
United Arab Emirates,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),49899.0652978649
United Arab Emirates,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),43360.0211014806
United Arab Emirates,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),37173.8754100281
United Arab Emirates,2019,NY.GDP.PCAP.CD,GDP per capita (current US$),44251.4541390148
United Arab Emirates,2018,NY.GDP.PCAP.CD,GDP per capita (current US$),45689.8570040215
United Arab Emirates,2017,NY.GDP.PCAP.CD,GDP per capita (current US$),42340.5917145576
United Arab Emirates,2016,NY.GDP.PCAP.CD,GDP per capita (current US$),41326.4018161834
United Arab Emirates,2015,NY.GDP.PCAP.CD,GDP per capita (current US$),43534.9972681733
United Arab Emirates,2014,NY.GDP.PCAP.CD,GDP per capita (current US$),51381.4069909213
United Arab Emirates,2013,NY.GDP.PCAP.CD,GDP per capita (current US$),52023.5170958751
United Arab Emirates,2012,NY.GDP.PCAP.CD,GDP per capita (current US$),52034.4762466073
United Arab Emirates,2011,NY.GDP.PCAP.CD,GDP per capita (current US$),50789.0505418347
United Arab Emirates,2010,NY.GDP.PCAP.CD,GDP per capita (current US$),43696.6712597922
United Arab Emirates,2009,NY.GDP.PCAP.CD,GDP per capita (current US$),37803.0663738777
United Arab Emirates,2008,NY.GDP.PCAP.CD,GDP per capita (current US$),50054.1700681803
United Arab Emirates,2007,NY.GDP.PCAP.CD,GDP per capita (current US$),45854.7325158162
United Arab Emirates,2006,NY.GDP.PCAP.CD,GDP per capita (current US$),44342.6048322482
United Arab Emirates,2005,NY.GDP.PCAP.CD,GDP per capita (current US$),38719.3138307623
United Arab Emirates,2004,NY.GDP.PCAP.CD,GDP per capita (current US$),33376.7152295209
United Arab Emirates,2003,NY.GDP.PCAP.CD,GDP per capita (current US$),29659.5428567811
United Arab Emirates,2002,NY.GDP.PCAP.CD,GDP per capita (current US$),27753.6089526346
United Arab Emirates,2001,NY.GDP.PCAP.CD,GDP per capita (current US$),27745.1708087672
United Arab Emirates,2000,NY.GDP.PCAP.CD,GDP per capita (current US$),29865.502347066
United Arab Emirates,1999,NY.GDP.PCAP.CD,GDP per capita (current US$),25855.8605046587
United Arab Emirates,1998,NY.GDP.PCAP.CD,GDP per capita (current US$),24889.4269192279
United Arab Emirates,1997,NY.GDP.PCAP.CD,GDP per capita (current US$),27982.7957040564
United Arab Emirates,1996,NY.GDP.PCAP.CD,GDP per capita (current US$),28323.1650870532
United Arab Emirates,1995,NY.GDP.PCAP.CD,GDP per capita (current US$),27003.2006807782
United Arab Emirates,1994,NY.GDP.PCAP.CD,GDP per capita (current US$),25472.6396578979
United Arab Emirates,1993,NY.GDP.PCAP.CD,GDP per capita (current US$),25032.7822702907
United Arab Emirates,1992,NY.GDP.PCAP.CD,GDP per capita (current US$),25648.2727760844
United Arab Emirates,1991,NY.GDP.PCAP.CD,GDP per capita (current US$),25690.9686321448
New Zealand,2022,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),54.5666722344428
New Zealand,2021,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.369754769912
New Zealand,2020,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),46.1185059391692
New Zealand,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),32.7886249322913
New Zealand,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),36.6308100322367
New Zealand,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),38.6627179042666
New Zealand,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),41.4034426972586
New Zealand,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),42.9302575989538
New Zealand,2014,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),43.9103004132691
New Zealand,2013,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),46.4495246931876
New Zealand,2012,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.6565054668175
New Zealand,2011,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),48.135830634183
New Zealand,2010,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),34.8105506978391
New Zealand,2009,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),31.9414277406372
New Zealand,2008,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),36.0960054063757
New Zealand,2007,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),36.9753526219646
New Zealand,2006,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),42.9524894769889
New Zealand,2005,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.1698490827743
New Zealand,2004,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),43.8675166117793
New Zealand,2003,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),48.2453384728239
New Zealand,2002,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),32.7763842551838
United States,2023,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),114.877162773867
United States,2022,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),112.889632760053
United States,2021,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),118.450755665757
United States,2020,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),124.550890800621
United States,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),100.032349144953
United States,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),98.4494626296129
United States,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),97.0213034788418
United States,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),97.9285891936857
United States,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),95.9558008657985
United States,2014,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),95.4538236808457
United States,2013,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),95.322114632447
United States,2012,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),93.6488624010011
United States,2011,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),89.5463716940778
United States,2010,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),84.9639420529151
United States,2009,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),75.8415954284505
United States,2008,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),63.814672066672
United States,2007,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),55.6594728230065
United States,2006,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),55.4668811298083
United States,2005,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),56.5383512496973
United States,2004,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),56.6617331832934
United States,2003,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),56.2497806912263
United States,2002,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),53.861925419714
United States,2001,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),52.4430470096709
United States,2000,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),33.2676418736523
United States,1999,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),37.7272880185298
United States,1998,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),41.1291544339911
United States,1997,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.1174824705231
United States,1996,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),46.7417685500108
United States,1995,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),47.2095352870886
United States,1994,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),47.3534821707435
United States,1993,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),48.2461403335599
United States,1992,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),46.0501444176036
United States,1991,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.0615972806026
India,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),46.5224986659322
India,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),47.5836093800197
India,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),47.6337555915272
India,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),49.9647183856551
India,2014,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),49.9009248748319
India,2013,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),50.3118273627008
India,2012,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),50.6780305618952
India,2011,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.5565536600977
India,2010,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.5919103003897
India,2009,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),55.2564461117969
India,2008,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),57.2922142809949
India,2007,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),57.4975363892468
India,2006,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),59.6667302762217
India,2005,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),62.2265261001737
India,2004,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),62.5929767433885
India,2003,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),62.1900538960464
India,2002,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),62.5527712945573
India,2001,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),59.0179097968845
India,2000,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),55.0042464964554
India,1999,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.3529514384148
India,1998,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),50.3192181735145
India,1997,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),50.3654361276153
India,1996,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),45.7233077028079
India,1995,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),47.4916413028303
India,1994,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),49.5942827047274
India,1993,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),51.7598082886747
India,1992,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),49.6809013594637
India,1991,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),50.0100803583574
South Africa,2022,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),76.2372383337531
South Africa,2021,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),73.8065091009354
South Africa,2020,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),75.7255090793216
South Africa,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),64.5892781351104
South Africa,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),59.1023114070608
South Africa,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),56.2597208390879
South Africa,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),53.7387913884354
South Africa,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),52.6511572360833
South Africa,2000,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),39.6390583837328
South Africa,1999,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),42.1780316027359
South Africa,1998,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.6542617733798
South Africa,1997,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),43.1755459966557
South Africa,1996,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.2298759185659
South Africa,1995,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.8686189886337
South Africa,1994,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),44.8169697430772
South Africa,1993,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),39.9507720898509
South Africa,1992,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),36.9022310979407
South Africa,1991,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),33.9135908287352
Brazil,2023,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),83.6989369386242
Brazil,2022,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),79.1023218878495
Brazil,2021,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),85.0115036701985
Brazil,2020,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),98.7098819546545
Brazil,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),92.5652531882782
Brazil,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),86.6078841199146
Brazil,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),83.6692026509366
Brazil,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),73.4188038096758
Brazil,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),67.5375540277116
Brazil,2014,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),58.4572711058609
Brazil,2013,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),57.228409380258
Brazil,2012,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),59.8494899958247
Brazil,2011,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),59.3416583014604
Brazil,2010,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),61.3187804611479
Russian Federation,2022,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),19.5062376778091
Russian Federation,2021,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),20.8666992191571
Russian Federation,2020,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),22.992021036968
Russian Federation,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),17.2760484379376
Russian Federation,2018,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),16.1685789853238
Russian Federation,2017,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),16.3253741158845
Russian Federation,2016,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),14.2417395793548
Russian Federation,2015,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),13.5407657768558
Russian Federation,2014,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),11.2004612827286
Russian Federation,2013,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),9.06725564048848
Russian Federation,2012,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),8.55140859340356
Russian Federation,2011,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),8.64108194430582
Russian Federation,2010,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),9.09810564473106
Russian Federation,2009,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),8.69786633503919
Russian Federation,2008,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),6.49528743788997
Russian Federation,2007,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),7.15843011658404
Russian Federation,2006,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),9.89107286046746
Russian Federation,2005,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),16.6608684477983
Russian Federation,2002,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),41.3527168644107
Russian Federation,2001,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),48.9836153351704
Russian Federation,2000,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),62.1488888669576
Russian Federation,1999,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),100.744137724205
Russian Federation,1998,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),143.948999533393
"Egypt, Arab Rep.",2007,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),85.7885338345865
Ethiopia,2019,GC.DOD.TOTL.GD.ZS,Central government debt (% of GDP),31.4488486740364
